user_ptr_id,score_five_parts,07/01/2024,07/03/2024,difference
51294,154,154,154,0
51302,122,122,122,0
51303,155,155,155,0
51306,111,111,111,0
51312,112,112,112,0
51315,255,255,255,0
51319,522,522,522,0
51320,255,255,255,0
51323,223,223,223,0
51325,154,0,154,-154
51325,155,155,0,155
51348,244,244,244,0
51362,155,155,155,0
51365,122,122,122,0
51368,522,522,522,0
51379,322,322,322,0
51387,133,133,133,0
51389,244,244,244,0
51408,322,322,322,0
51425,455,455,455,0
51428,244,244,244,0
51432,222,222,222,0
51439,155,155,155,0
51441,134,134,134,0
51442,154,154,154,0
51443,112,112,112,0
51447,432,432,432,0
51456,155,155,155,0
51458,132,132,132,0
51460,133,133,133,0
51461,122,122,122,0
51479,243,243,243,0
51484,155,155,155,0
51490,455,455,455,0
51491,355,355,355,0
51493,134,134,134,0
51498,344,344,344,0
51508,333,333,333,0
51519,255,255,255,0
51520,355,355,355,0
51521,144,144,144,0
51524,111,111,111,0
51527,122,122,122,0
51533,455,455,455,0
51539,111,111,111,0
51541,155,155,155,0
51547,121,121,121,0
51575,143,143,143,0
51577,154,154,154,0
51579,143,143,143,0
51587,132,132,132,0
51589,225,225,225,0
51593,155,155,155,0
51595,132,132,132,0
51602,111,111,111,0
51609,154,154,154,0
51644,244,244,244,0
51649,155,155,155,0
51651,343,343,343,0
51654,155,155,155,0
51663,222,222,222,0
51668,123,123,123,0
51670,323,323,323,0
51675,144,144,144,0
51677,144,144,144,0
51679,344,344,344,0
51684,133,133,133,0
51686,244,244,244,0
51694,444,444,444,0
51703,154,154,154,0
51709,344,344,344,0
51715,111,111,111,0
51721,255,255,255,0
51723,111,111,111,0
51728,144,144,144,0
51730,144,144,144,0
51737,222,222,222,0
51739,533,533,533,0
51740,322,322,322,0
51744,133,133,133,0
51748,154,154,154,0
51754,132,132,132,0
51755,444,444,444,0
51772,144,144,144,0
51777,211,211,211,0
51787,411,411,411,0
51801,221,221,221,0
51803,111,111,111,0
51816,221,221,221,0
51819,155,155,155,0
51820,133,133,133,0
51827,122,122,122,0
51832,455,455,455,0
51835,155,155,155,0
51851,111,111,111,0
51859,233,233,233,0
51862,222,222,222,0
51864,155,155,155,0
51865,122,122,122,0
51866,344,344,344,0
51873,154,154,154,0
51875,544,544,544,0
51877,544,544,544,0
51890,144,144,144,0
51899,121,121,121,0
51906,143,143,143,0
51910,322,322,322,0
51912,155,155,155,0
51918,122,122,122,0
51920,133,133,133,0
51921,111,111,111,0
51924,121,121,121,0
51930,522,522,522,0
51938,154,154,154,0
51942,222,222,222,0
51953,112,112,112,0
51958,111,111,111,0
51972,111,111,111,0
51977,133,133,133,0
51986,121,121,121,0
51990,143,143,143,0
51991,333,333,333,0
51998,155,155,155,0
52007,132,132,132,0
52009,245,245,245,0
52017,111,111,111,0
52021,144,144,144,0
52027,111,111,111,0
52032,244,244,244,0
52035,122,122,122,0
52037,144,144,144,0
52038,155,155,155,0
52040,111,111,111,0
52042,443,443,443,0
52049,455,455,455,0
52051,522,522,522,0
52052,144,144,144,0
52054,111,111,111,0
52057,111,111,111,0
52065,155,155,155,0
52070,112,112,112,0
52071,111,111,111,0
52073,144,144,144,0
52074,232,232,232,0
52075,144,144,144,0
52076,121,121,121,0
52078,155,155,155,0
52089,122,122,122,0
52091,122,122,122,0
52111,155,155,155,0
52122,111,111,111,0
52129,254,254,254,0
52130,155,155,155,0
52142,122,122,122,0
52151,132,132,132,0
52152,455,455,455,0
52157,444,444,444,0
52158,212,212,212,0
52161,112,112,112,0
52162,111,111,111,0
52164,112,112,112,0
52167,111,111,111,0
52169,133,133,133,0
52171,555,555,555,0
52173,154,154,154,0
52175,154,154,154,0
52177,121,121,121,0
52181,544,544,544,0
52185,133,133,133,0
52186,144,144,144,0
52190,244,244,244,0
52199,433,433,433,0
52201,233,233,233,0
52209,254,254,254,0
52218,112,112,112,0
52223,543,543,543,0
52227,155,155,155,0
52231,322,0,322,-322
52231,422,422,0,422
52244,251,251,251,0
52245,112,112,112,0
52247,112,112,112,0
52249,132,132,132,0
52254,344,344,344,0
52256,333,333,333,0
52266,134,134,134,0
52269,211,211,211,0
52271,332,332,332,0
52279,154,154,154,0
52280,112,112,112,0
52281,121,121,121,0
52284,555,555,555,0
52285,133,133,133,0
52287,144,144,144,0
52290,111,111,111,0
52293,222,222,222,0
52310,222,222,222,0
52315,123,123,123,0
52317,144,144,144,0
52318,111,111,111,0
52322,154,154,154,0
52324,343,343,343,0
52329,255,255,255,0
52334,155,155,155,0
52336,112,112,112,0
52340,144,144,144,0
52342,154,154,154,0
52345,122,122,122,0
52347,122,122,122,0
52352,251,251,251,0
52354,154,154,154,0
52356,122,122,122,0
52359,222,222,222,0
52366,111,111,111,0
52368,344,344,344,0
52371,223,223,223,0
52373,412,412,412,0
52376,121,121,121,0
52378,133,133,133,0
52381,154,154,154,0
52385,234,234,234,0
52390,122,122,122,0
52397,111,111,111,0
52408,155,155,155,0
52412,444,444,444,0
52414,211,211,211,0
52415,111,111,111,0
52421,133,133,133,0
52424,322,322,322,0
52425,154,154,154,0
52427,443,443,443,0
52434,111,111,111,0
52435,221,221,221,0
52438,455,455,455,0
52451,533,533,533,0
52453,121,121,121,0
52456,455,455,455,0
52457,111,111,111,0
52462,123,123,123,0
52466,143,143,143,0
52467,111,111,111,0
52472,111,111,111,0
52479,144,144,144,0
52481,124,124,124,0
52483,255,255,255,0
52501,144,144,144,0
52506,123,123,123,0
52509,154,154,154,0
52510,111,111,111,0
52516,155,155,155,0
52517,122,122,122,0
52524,533,533,533,0
52530,355,355,355,0
52532,111,111,111,0
52535,111,111,111,0
52543,155,155,155,0
52545,255,255,255,0
52546,555,555,555,0
52547,122,122,122,0
52549,122,122,122,0
52550,144,144,144,0
52555,111,111,111,0
52556,223,223,223,0
52557,121,121,121,0
52558,455,455,455,0
52559,155,155,155,0
52564,454,454,454,0
52570,122,122,122,0
52575,154,154,154,0
52579,355,0,355,-355
52579,455,455,0,455
52583,154,154,154,0
52586,154,154,154,0
52587,223,223,223,0
52594,111,111,111,0
52595,144,144,144,0
52606,221,221,221,0
52623,112,112,112,0
52632,154,154,154,0
52640,222,222,222,0
52647,155,155,155,0
52653,455,455,455,0
52660,333,333,333,0
52661,121,121,121,0
52665,444,444,444,0
52670,111,111,111,0
52671,455,455,455,0
52674,543,543,543,0
52676,144,144,144,0
52677,143,143,143,0
52678,132,132,132,0
52680,221,221,221,0
52681,145,145,145,0
52682,134,134,134,0
52687,154,154,154,0
52689,155,155,155,0
52690,144,144,144,0
52691,144,144,144,0
52694,143,143,143,0
52698,343,343,343,0
52712,132,132,132,0
52714,255,255,255,0
52717,133,133,133,0
52725,154,154,154,0
52742,122,122,122,0
52744,133,133,133,0
52748,544,544,544,0
52754,154,154,154,0
52759,244,244,244,0
52763,123,123,123,0
52764,154,154,154,0
52767,144,144,144,0
52774,532,532,532,0
52776,155,155,155,0
52778,155,155,155,0
52780,155,155,155,0
52782,511,511,511,0
52786,421,421,421,0
52794,144,144,144,0
52798,121,121,121,0
52800,144,144,144,0
52815,233,233,233,0
52821,111,111,111,0
52823,121,121,121,0
52825,234,234,234,0
52827,155,155,155,0
52829,254,254,254,0
52831,212,212,212,0
52832,112,112,112,0
52835,234,234,234,0
52836,455,455,455,0
52842,154,154,154,0
52849,122,122,122,0
52861,255,255,255,0
52865,133,133,133,0
52871,322,322,322,0
52877,155,155,155,0
52882,255,255,255,0
52887,122,122,122,0
52888,144,144,144,0
52900,221,221,221,0
52904,145,145,145,0
52908,133,133,133,0
52915,133,133,133,0
52932,122,122,122,0
52933,132,132,132,0
52939,121,121,121,0
52942,112,112,112,0
52943,155,155,155,0
52963,155,155,155,0
52968,154,154,154,0
52969,322,322,322,0
52970,223,223,223,0
52972,144,144,144,0
52976,321,321,321,0
52978,221,221,221,0
52982,344,344,344,0
52993,155,155,155,0
52994,244,244,244,0
52996,143,143,143,0
52997,122,122,122,0
52998,154,154,154,0
53014,122,122,122,0
53015,143,143,143,0
53018,222,222,222,0
53019,422,422,422,0
53022,244,244,244,0
53025,233,233,233,0
53032,255,255,255,0
53033,133,133,133,0
53036,111,111,111,0
53039,522,522,522,0
53047,111,0,111,-111
53047,211,211,0,211
53049,154,154,154,0
53051,154,154,154,0
53052,133,133,133,0
53054,432,432,432,0
53056,123,123,123,0
53057,155,155,155,0
53058,143,143,143,0
53074,133,133,133,0
53075,155,155,155,0
53079,154,154,154,0
53080,321,321,321,0
53081,211,211,211,0
53082,155,155,155,0
53086,221,221,221,0
53095,521,521,521,0
53102,121,121,121,0
53112,233,233,233,0
53119,222,222,222,0
53130,133,133,133,0
53134,144,144,144,0
53139,534,534,534,0
53152,155,155,155,0
53153,355,355,355,0
53158,144,144,144,0
53163,555,555,555,0
53164,154,154,154,0
53167,143,143,143,0
53171,333,333,333,0
53176,133,133,133,0
53181,121,121,121,0
53182,455,455,455,0
53183,253,253,253,0
53189,122,122,122,0
53192,121,121,121,0
53193,132,132,132,0
53195,132,132,132,0
53196,154,154,154,0
53199,112,112,112,0
53200,555,0,555,-555
53210,111,111,111,0
53217,144,144,144,0
53218,133,133,133,0
53220,244,244,244,0
53223,143,143,143,0
53231,111,111,111,0
53232,121,121,121,0
53238,144,144,144,0
53246,154,154,154,0
53251,144,144,144,0
53252,134,134,134,0
53253,155,155,155,0
53255,122,122,122,0
53262,322,322,322,0
53263,544,544,544,0
53267,133,133,133,0
53279,432,432,432,0
53282,154,154,154,0
53287,132,132,132,0
53288,154,154,154,0
53294,111,111,111,0
53295,154,154,154,0
53310,354,354,354,0
53312,311,311,311,0
53316,133,133,133,0
53319,123,123,123,0
53325,154,154,154,0
53333,155,155,155,0
53341,145,145,145,0
53345,155,155,155,0
53348,311,311,311,0
53350,111,111,111,0
53356,111,111,111,0
53364,155,155,155,0
53388,255,255,255,0
53390,355,355,355,0
53397,132,132,132,0
53400,155,155,155,0
53402,345,345,345,0
53404,154,154,154,0
53411,121,121,121,0
53415,211,211,211,0
53418,522,522,522,0
53426,143,143,143,0
53428,144,144,144,0
53431,543,543,543,0
53433,151,151,151,0
53439,112,112,112,0
53440,321,321,321,0
53442,122,122,122,0
53453,111,111,111,0
53465,321,321,321,0
53468,243,243,243,0
53469,122,122,122,0
53471,411,411,411,0
53481,133,133,133,0
53484,144,144,144,0
53485,244,244,244,0
53486,112,112,112,0
53495,112,112,112,0
53500,245,245,245,0
53512,255,255,255,0
53520,111,111,111,0
53522,155,155,155,0
53523,255,255,255,0
53527,154,154,154,0
53542,112,112,112,0
53565,232,232,232,0
53567,123,123,123,0
53570,122,122,122,0
53573,155,155,155,0
53578,444,444,444,0
53581,223,223,223,0
53592,244,244,244,0
53601,132,132,132,0
53603,421,421,421,0
53605,254,254,254,0
53609,154,154,154,0
53612,121,121,121,0
53619,155,155,155,0
53622,155,155,155,0
53625,154,154,154,0
53626,121,121,121,0
53627,144,144,144,0
53635,144,144,144,0
53636,132,132,132,0
53639,111,111,111,0
53641,155,155,155,0
53646,134,134,134,0
53649,512,512,512,0
53654,111,111,111,0
53657,345,345,345,0
53662,144,144,144,0
53665,154,154,154,0
53668,355,355,355,0
53672,155,155,155,0
53673,211,211,211,0
53685,333,333,333,0
53696,154,154,154,0
53705,233,233,233,0
53710,144,144,144,0
53711,222,222,222,0
53717,122,122,122,0
53724,154,154,154,0
53732,122,122,122,0
53736,555,555,555,0
53755,122,122,122,0
53762,354,354,354,0
53764,143,143,143,0
53765,144,144,144,0
53774,355,355,355,0
53779,455,455,455,0
53784,144,144,144,0
53796,255,255,255,0
53799,132,132,132,0
53800,345,345,345,0
53804,255,255,255,0
53807,555,555,555,0
53816,122,122,122,0
53822,133,133,133,0
53824,244,244,244,0
53825,122,122,122,0
53830,222,222,222,0
53836,121,121,121,0
53838,154,154,154,0
53848,144,144,144,0
53853,132,132,132,0
53857,154,154,154,0
53860,155,155,155,0
53867,233,233,233,0
53868,111,111,111,0
53870,155,155,155,0
53871,422,422,422,0
53875,144,144,144,0
53878,321,321,321,0
53882,322,322,322,0
53884,122,122,122,0
53888,144,144,144,0
53892,444,444,444,0
53905,111,111,111,0
53907,154,154,154,0
53922,513,513,513,0
53930,244,244,244,0
53948,344,344,344,0
53951,122,122,122,0
53958,111,111,111,0
53960,421,421,421,0
53963,144,144,144,0
53966,244,244,244,0
53967,111,111,111,0
53968,251,251,251,0
53974,111,111,111,0
53977,245,245,245,0
53980,255,255,255,0
53981,132,132,132,0
53982,143,143,143,0
53986,112,112,112,0
53989,111,111,111,0
53992,121,121,121,0
54000,244,244,244,0
54001,154,154,154,0
54002,133,133,133,0
54003,255,255,255,0
54006,155,155,155,0
54007,122,122,122,0
54010,121,121,121,0
54013,155,155,155,0
54014,132,132,132,0
54015,532,532,532,0
54016,433,433,433,0
54022,344,344,344,0
54031,111,111,111,0
54041,322,322,322,0
54043,133,133,133,0
54047,121,121,121,0
54048,221,221,221,0
54049,111,111,111,0
54055,244,244,244,0
54067,244,244,244,0
54088,111,111,111,0
54090,155,155,155,0
54096,155,155,155,0
54098,143,143,143,0
54099,155,155,155,0
54104,443,443,443,0
54108,155,155,155,0
54114,423,423,423,0
54119,344,344,344,0
54124,255,255,255,0
54133,112,112,112,0
54141,222,222,222,0
54146,132,132,132,0
54148,432,432,432,0
54151,133,133,133,0
54157,255,255,255,0
54160,111,111,111,0
54201,123,123,123,0
54202,154,154,154,0
54207,144,144,144,0
54209,355,355,355,0
54215,122,122,122,0
54228,534,534,534,0
54231,121,121,121,0
54240,255,255,255,0
54242,122,122,122,0
54245,123,123,123,0
54247,522,522,522,0
54250,122,122,122,0
54255,122,122,122,0
54272,111,111,111,0
54275,155,155,155,0
54282,121,121,121,0
54283,133,133,133,0
54288,155,155,155,0
54297,344,344,344,0
54306,255,255,255,0
54307,111,111,111,0
54310,122,122,122,0
54334,111,111,111,0
54335,255,255,255,0
54339,111,111,111,0
54347,534,534,534,0
54351,255,255,255,0
54354,313,313,313,0
54356,555,555,555,0
54363,111,111,111,0
54364,132,132,132,0
54374,143,143,143,0
54381,544,544,544,0
54383,154,154,154,0
54396,522,522,522,0
54399,455,455,455,0
54412,132,132,132,0
54413,123,123,123,0
54423,111,111,111,0
54424,244,244,244,0
54426,133,133,133,0
54427,143,143,143,0
54433,322,322,322,0
54442,455,455,455,0
54443,122,122,122,0
54470,222,222,222,0
54475,121,121,121,0
54504,144,144,144,0
54519,244,244,244,0
54540,155,155,155,0
54545,122,122,122,0
54554,144,144,144,0
54562,155,155,155,0
54575,255,255,255,0
54580,111,111,111,0
54632,543,543,543,0
54633,543,543,543,0
54639,312,312,312,0
54644,444,444,444,0
54651,221,221,221,0
54654,155,155,155,0
54665,155,155,155,0
54676,433,433,433,0
54677,344,344,344,0
54682,511,511,511,0
54715,344,344,344,0
54726,154,154,154,0
54730,543,543,0,543
54732,111,111,111,0
54736,122,122,122,0
54744,121,121,121,0
54747,111,111,111,0
54749,143,143,143,0
54758,411,411,411,0
54769,122,122,122,0
54786,112,112,112,0
54790,111,111,111,0
54805,143,143,143,0
54810,332,0,332,-332
54810,432,432,0,432
54815,455,455,455,0
54819,211,211,211,0
54821,112,112,112,0
54829,132,132,132,0
54831,333,333,333,0
54832,155,155,155,0
54848,155,155,155,0
54850,344,344,344,0
54853,255,255,255,0
54859,521,0,521,-521
54861,532,532,532,0
54862,533,533,533,0
54867,333,333,333,0
54869,111,111,111,0
54877,333,333,333,0
54883,155,155,155,0
55606,233,233,233,0
55614,523,523,523,0
55615,255,255,255,0
55617,322,322,322,0
55629,255,255,255,0
55648,421,421,421,0
55652,121,121,121,0
55656,111,111,111,0
55660,244,244,244,0
55665,421,421,421,0
55675,121,121,121,0
55676,155,155,155,0
55678,455,455,455,0
55692,111,111,111,0
55693,555,555,555,0
55701,155,155,155,0
55718,243,243,243,0
55735,133,133,133,0
55755,155,155,155,0
55756,155,155,155,0
55761,455,455,455,0
55762,155,155,155,0
55767,111,111,111,0
55769,121,121,121,0
55774,111,111,111,0
56049,154,154,154,0
56053,222,222,222,0
56059,344,344,344,0
56063,121,121,121,0
56080,444,444,444,0
56092,143,143,143,0
56108,232,232,232,0
56115,133,133,133,0
56185,521,521,521,0
56186,211,211,211,0
56189,121,121,121,0
56190,255,255,255,0
56191,111,111,111,0
56210,333,333,333,0
56211,112,112,112,0
56219,211,211,211,0
56221,111,111,111,0
56230,143,143,143,0
56238,422,422,422,0
56256,255,255,255,0
56268,243,243,243,0
56272,443,443,443,0
56285,133,133,133,0
56309,155,155,155,0
56310,233,233,233,0
56323,132,132,132,0
56324,112,112,112,0
56376,243,243,243,0
56409,255,255,255,0
56417,322,322,322,0
56422,421,421,421,0
56425,244,244,244,0
56509,121,121,121,0
56517,455,455,455,0
56521,122,122,122,0
56523,155,155,155,0
56527,155,155,155,0
56528,155,155,155,0
56529,255,255,255,0
56537,255,255,255,0
56551,112,112,112,0
56552,154,154,154,0
56553,111,111,111,0
56554,254,254,254,0
56557,144,144,144,0
56560,355,355,355,0
56578,144,144,144,0
56587,455,455,455,0
56589,122,122,122,0
56590,145,145,145,0
56592,255,255,255,0
56595,245,245,245,0
56608,154,154,154,0
56610,132,132,132,0
56637,121,121,121,0
56639,155,155,155,0
56640,112,112,112,0
56655,254,254,254,0
56657,143,143,143,0
56659,132,132,132,0
56660,154,154,154,0
56670,132,132,132,0
56677,155,155,155,0
56680,121,121,121,0
56681,344,344,344,0
56700,543,543,543,0
56701,155,155,155,0
56703,333,333,333,0
56711,144,144,144,0
56720,233,233,233,0
56721,145,145,145,0
56723,155,155,155,0
56729,154,154,154,0
56731,155,155,155,0
56739,154,154,154,0
56741,144,144,144,0
56744,444,444,444,0
56748,255,255,255,0
56749,231,231,231,0
56755,155,155,155,0
56756,133,133,133,0
56765,155,155,155,0
56766,255,255,255,0
56773,255,255,255,0
56779,155,155,155,0
56780,121,121,121,0
56781,455,455,455,0
56787,154,154,154,0
56795,543,543,543,0
56796,255,255,255,0
56798,154,154,154,0
56801,121,121,121,0
56821,411,411,411,0
56826,432,432,432,0
56827,154,154,154,0
56830,333,333,333,0
56836,133,133,133,0
56857,255,255,255,0
56860,132,132,132,0
56862,145,145,145,0
56872,111,111,111,0
56873,155,155,155,0
56884,252,252,252,0
56889,355,355,355,0
56892,154,154,154,0
56897,355,355,355,0
56898,254,254,254,0
56903,111,111,111,0
56906,355,355,355,0
56908,154,154,154,0
56914,555,555,555,0
56915,255,255,255,0
56918,155,155,155,0
56920,255,255,255,0
56941,123,123,123,0
56947,154,154,154,0
56953,122,122,122,0
56954,143,143,143,0
56961,155,155,155,0
56965,555,555,555,0
56968,255,255,255,0
56971,121,121,121,0
56972,522,522,522,0
56986,154,154,154,0
56991,122,122,122,0
56992,144,144,144,0
56993,155,155,155,0
56995,532,532,532,0
56996,155,155,155,0
57002,133,133,133,0
57004,111,111,111,0
57010,154,154,154,0
57013,411,411,411,0
57015,154,154,154,0
57017,154,154,154,0
57033,244,244,244,0
57038,444,444,444,0
57042,121,121,121,0
57046,111,111,111,0
57049,155,155,155,0
57052,255,255,255,0
57053,111,111,111,0
57092,144,144,144,0
57100,244,244,244,0
57116,233,233,233,0
57120,143,143,143,0
57123,154,154,154,0
57124,122,122,122,0
57127,111,111,111,0
57131,122,122,122,0
57134,154,154,154,0
57135,433,433,433,0
57143,155,155,155,0
57144,333,333,333,0
57146,155,155,155,0
57154,255,255,255,0
57155,154,154,154,0
57157,354,354,354,0
57158,143,143,143,0
57164,155,155,155,0
57168,122,122,122,0
57169,455,455,455,0
57170,211,211,211,0
57172,251,251,251,0
57179,143,143,143,0
57180,255,255,255,0
57181,154,154,154,0
57186,155,155,155,0
57193,322,322,322,0
57195,154,154,154,0
57197,122,122,122,0
57198,132,132,132,0
57201,255,255,255,0
57204,322,322,322,0
57205,155,155,155,0
57206,154,154,154,0
57211,433,433,433,0
57214,154,154,154,0
57215,111,111,111,0
57217,255,255,255,0
57219,155,155,155,0
57222,143,143,143,0
57225,155,155,155,0
57227,543,543,543,0
57228,111,111,111,0
57229,111,111,111,0
57232,111,111,111,0
57236,144,144,144,0
57242,112,112,112,0
57249,255,255,255,0
57251,155,155,155,0
57256,144,144,144,0
57259,255,255,255,0
57267,555,555,555,0
57274,222,222,222,0
57279,155,155,155,0
57285,155,155,155,0
57290,154,154,154,0
57301,155,155,155,0
57323,154,154,154,0
57324,411,411,411,0
57332,345,345,345,0
57345,133,133,133,0
57346,155,155,155,0
57354,533,533,533,0
57356,322,322,322,0
57364,155,155,155,0
57368,144,144,144,0
57373,243,243,243,0
57382,155,155,155,0
57384,111,111,111,0
57385,344,344,344,0
57389,154,154,154,0
57390,151,151,151,0
57402,133,133,133,0
57405,154,154,154,0
57419,233,233,233,0
57427,211,211,211,0
57428,133,133,133,0
57434,154,154,154,0
57441,121,121,121,0
57442,154,154,154,0
57448,544,544,544,0
57449,254,254,254,0
57450,411,411,411,0
57454,111,111,111,0
57474,255,255,255,0
57477,155,155,155,0
57478,123,123,123,0
57482,443,443,443,0
57484,255,255,255,0
57489,154,154,154,0
57492,122,122,122,0
57498,255,255,255,0
57501,155,155,155,0
57505,231,231,231,0
57506,554,554,554,0
57507,122,122,122,0
57508,155,155,155,0
57517,154,154,154,0
57519,155,155,155,0
57529,533,533,533,0
57547,143,143,143,0
57564,133,133,133,0
57569,143,143,143,0
57586,122,122,122,0
57596,455,455,455,0
57597,132,132,132,0
57603,244,244,244,0
57606,122,122,122,0
57608,255,255,255,0
57610,321,321,321,0
57611,122,122,122,0
57617,555,555,555,0
57619,122,122,122,0
57620,155,155,155,0
57644,533,533,533,0
57651,111,111,111,0
57658,133,133,133,0
57662,133,133,133,0
57664,123,123,123,0
57671,155,155,155,0
57674,254,254,254,0
57676,154,154,154,0
57681,312,312,312,0
57684,255,255,255,0
57692,111,111,111,0
57693,211,211,211,0
57695,312,312,312,0
57708,154,154,154,0
57715,444,444,444,0
57717,122,122,122,0
57718,154,154,154,0
57720,322,322,322,0
57722,143,143,143,0
57725,121,121,121,0
57726,151,151,151,0
57727,422,422,422,0
57734,255,255,255,0
57739,344,344,344,0
57740,122,122,122,0
57741,111,111,111,0
57744,132,132,132,0
57747,155,155,155,0
57755,111,111,111,0
57763,344,344,344,0
57769,154,154,154,0
57772,122,122,122,0
57775,155,155,155,0
57776,112,112,112,0
57779,121,121,121,0
57794,355,355,355,0
57797,511,511,511,0
57798,244,244,244,0
57804,155,155,155,0
57810,255,255,255,0
57812,155,155,155,0
57816,355,355,355,0
57819,155,155,155,0
57822,544,544,544,0
57823,444,444,444,0
57825,154,154,154,0
57826,532,532,532,0
57827,154,154,154,0
57836,155,155,155,0
57839,111,111,111,0
57842,155,155,155,0
57844,155,155,155,0
57845,255,255,255,0
57846,122,122,122,0
57849,154,154,154,0
57850,345,345,345,0
57852,154,154,154,0
57854,111,111,111,0
57856,154,154,154,0
57859,244,244,244,0
57861,122,122,122,0
57862,122,122,122,0
57864,155,155,155,0
57867,355,355,355,0
57871,555,555,555,0
57873,133,133,133,0
57874,155,155,155,0
57879,154,154,154,0
57881,122,122,122,0
57882,222,222,222,0
57884,332,332,332,0
57888,155,155,155,0
57890,544,544,544,0
57892,133,133,133,0
57893,122,122,122,0
57894,522,522,522,0
57899,254,254,254,0
57901,111,111,111,0
57904,122,122,122,0
57905,111,111,111,0
57916,312,312,312,0
57919,111,111,111,0
57920,144,144,144,0
57923,111,111,111,0
57924,154,154,154,0
57930,154,154,154,0
57939,155,155,155,0
57948,241,241,241,0
57951,243,243,243,0
57965,111,111,111,0
57972,155,155,155,0
57975,132,132,132,0
57978,422,422,422,0
57981,254,254,254,0
57986,111,111,111,0
57989,154,154,154,0
57990,255,255,255,0
57991,455,455,455,0
57994,144,144,144,0
58001,111,111,111,0
58003,111,111,111,0
58008,155,155,155,0
58017,144,144,144,0
58022,344,344,344,0
58035,255,255,255,0
58046,144,144,144,0
58051,155,155,155,0
58054,155,155,155,0
58057,155,155,155,0
58060,443,443,443,0
58061,111,111,111,0
58064,255,255,255,0
58070,231,231,231,0
58076,133,133,133,0
58084,132,132,132,0
58086,455,455,455,0
58095,154,154,154,0
58098,143,143,143,0
58101,134,134,134,0
58106,154,154,154,0
58114,143,143,143,0
58119,251,251,251,0
58121,111,111,111,0
58124,154,154,154,0
58125,111,111,111,0
58126,254,254,254,0
58130,132,132,132,0
58131,155,155,155,0
58133,444,444,444,0
58137,112,112,112,0
58143,345,345,345,0
58144,155,155,155,0
58159,154,154,154,0
58164,121,121,121,0
58165,155,155,155,0
58167,111,111,111,0
58178,244,244,244,0
58180,133,133,133,0
58184,121,121,121,0
58186,155,155,155,0
58202,154,154,154,0
58207,155,155,155,0
58210,133,133,133,0
58213,233,233,233,0
58216,133,133,133,0
58220,144,144,144,0
58221,544,544,0,544
58231,455,455,455,0
58232,355,355,355,0
58233,133,133,133,0
58237,455,455,455,0
58240,155,155,155,0
58245,111,111,111,0
58251,122,122,122,0
58257,144,144,144,0
58258,555,555,555,0
58273,522,522,522,0
58274,111,111,111,0
58282,155,155,155,0
58283,322,322,322,0
58290,511,511,511,0
58311,111,111,111,0
58315,133,133,133,0
58316,154,154,154,0
58320,144,144,144,0
58321,143,143,143,0
58323,121,121,121,0
58326,555,555,555,0
58335,545,545,545,0
58337,155,155,155,0
58343,111,111,111,0
58347,133,133,133,0
58353,423,423,423,0
58377,333,333,333,0
58381,144,144,144,0
58384,255,255,255,0
58402,533,533,533,0
58404,143,143,143,0
58405,111,111,111,0
58407,154,154,154,0
58410,154,154,154,0
58452,322,322,322,0
58512,154,154,154,0
58530,132,132,132,0
58650,155,155,155,0
58737,232,232,232,0
58759,322,322,322,0
58838,154,154,154,0
58927,344,344,344,0
58941,221,221,221,0
58943,255,255,255,0
58946,332,332,332,0
58967,322,322,322,0
58976,111,111,111,0
59000,212,212,212,0
59009,143,143,143,0
59073,111,111,111,0
59074,333,333,333,0
59081,112,112,112,0
59083,111,111,111,0
59087,154,154,154,0
59088,255,255,255,0
59096,244,244,244,0
59104,433,433,433,0
59125,122,122,122,0
59144,244,244,244,0
59145,121,121,121,0
59219,111,111,111,0
59227,154,154,154,0
59228,154,154,154,0
59229,155,155,155,0
59231,154,154,154,0
59235,154,154,154,0
59246,355,355,355,0
59248,133,133,133,0
59249,122,122,122,0
59250,155,155,155,0
59251,111,111,111,0
59252,243,243,243,0
59254,143,143,143,0
59255,155,155,155,0
59258,455,455,455,0
59259,122,122,122,0
59261,122,122,122,0
59263,223,223,223,0
59264,111,111,111,0
59265,155,155,155,0
59268,255,255,255,0
59270,411,411,411,0
59273,544,544,544,0
59274,211,211,211,0
59286,111,111,111,0
59292,154,154,154,0
59311,421,421,421,0
59335,111,111,111,0
59413,244,244,244,0
59466,122,122,122,0
59542,133,133,133,0
59546,211,211,211,0
59597,211,211,211,0
59738,423,423,423,0
60088,122,122,122,0
60109,112,112,112,0
60122,132,132,132,0
60128,242,242,242,0
60129,312,0,312,-312
60129,322,322,0,322
60130,244,244,244,0
60131,151,151,151,0
60132,122,122,122,0
60133,532,532,532,0
60136,155,155,155,0
60154,155,155,155,0
60155,154,154,154,0
60172,251,251,251,0
60250,121,121,121,0
60255,133,133,133,0
60259,333,333,333,0
60261,255,255,255,0
60262,522,522,522,0
60263,555,555,555,0
60264,511,0,511,-511
60264,521,521,0,521
60270,122,122,122,0
60276,154,154,154,0
60282,254,254,254,0
60286,355,355,355,0
60288,133,133,133,0
60291,132,132,132,0
60298,144,144,144,0
60299,121,121,121,0
60303,111,0,111,-111
60303,121,121,0,121
60306,344,344,344,0
60317,511,0,511,-511
60317,521,521,0,521
60349,255,255,255,0
60354,245,245,245,0
60385,111,0,111,-111
60385,121,121,0,121
60388,445,445,445,0
60390,111,0,111,-111
